STATION,NAME,Day,Average_T,Max_T,Min_T
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/21/2017,65,70,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/22/2017,64.5,71,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/23/2017,63,69,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/24/2017,65.5,75,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/25/2017,69.5,81,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/26/2017,68.5,78,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/27/2017,65.5,75,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/28/2017,66.5,75,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/29/2017,68,77,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/30/2017,68,73,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/1/2017,68,71,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/2/2017,67.5,72,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/3/2017,66.5,71,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/4/2017,65,72,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/5/2017,66,75,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/6/2017,68,80,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/7/2017,73,87,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/8/2017,65.5,72,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/9/2017,68.5,76,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/10/2017,64.5,75,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/11/2017,65,71,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/12/2017,67.5,71,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/13/2017,66,71,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/14/2017,65,73,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/15/2017,74,90,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/16/2017,76,88,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/17/2017,74.5,83,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/18/2017,70.5,77,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/19/2017,68,71,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/20/2017,65.5,69,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/21/2017,64.5,72,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/22/2017,71,83,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/23/2017,77.5,92,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/24/2017,87,104,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/25/2017,81,95,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/26/2017,75,86,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/27/2017,68,77,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/28/2017,65.5,70,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/29/2017,65,69,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/30/2017,63.5,65,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/31/2017,62.5,65,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/1/2017,65,68,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/2/2017,63.5,67,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/3/2017,63,70,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/4/2017,61,68,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/5/2017,62,69,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/6/2017,63,70,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/7/2017,66,73,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/8/2017,65.5,75,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/9/2017,62.5,69,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/10/2017,60.5,68,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/11/2017,58.5,67,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/12/2017,59.5,66,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/13/2017,61,69,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/14/2017,61.5,72,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/15/2017,65.5,77,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/16/2017,66.5,75,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/17/2017,66,71,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/18/2017,62,70,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/19/2017,61.5,74,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/20/2017,59.5,71,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/21/2017,67.5,78,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/22/2017,72,87,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/23/2017,75,87,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/24/2017,71.5,84,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/25/2017,64.5,72,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/26/2017,58,64,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/27/2017,58,64,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/28/2017,55.5,64,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/29/2017,60,67,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/30/2017,59,66,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/1/2017,59,68,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/2/2017,60,69,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/3/2017,60,65,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/4/2017,59.5,69,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/5/2017,62,73,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/6/2017,62.5,75,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/7/2017,66,82,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/8/2017,65.5,78,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/9/2017,68,83,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/10/2017,71,85,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/11/2017,67,78,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/12/2017,64,77,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/13/2017,63.5,78,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/14/2017,59,70,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/15/2017,63.5,76,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/16/2017,57.5,65,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/17/2017,62,74,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/18/2017,58.5,68,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/19/2017,56,65,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/20/2017,53,62,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/21/2017,55,65,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/22/2017,52.5,66,39
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/23/2017,54,64,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/24/2017,55,67,43
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/25/2017,55.5,67,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/26/2017,54.5,64,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/27/2017,57,68,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/28/2017,59,71,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/29/2017,62.5,77,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/30/2017,59.5,72,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",12/31/2017,55.5,63,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/1/2018,54.5,64,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/2/2018,62,72,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/3/2018,62.5,73,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/4/2018,61,71,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/5/2018,60,68,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/6/2018,61,66,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/7/2018,59.5,66,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/8/2018,65,72,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/9/2018,59,63,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/10/2018,56.5,61,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/11/2018,58,67,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/12/2018,57,64,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/13/2018,67.5,83,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/14/2018,66.5,78,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/15/2018,58.5,67,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/16/2018,59,67,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/17/2018,60,69,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/18/2018,62.5,74,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/19/2018,57.5,62,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/20/2018,54,60,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/21/2018,53,60,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/22/2018,54.5,64,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/23/2018,58.5,71,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/24/2018,60,73,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/25/2018,53,61,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/26/2018,54.5,61,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/27/2018,56.5,69,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/28/2018,70,88,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/29/2018,72.5,85,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/30/2018,67.5,78,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",1/31/2018,64,75,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/1/2018,63.5,76,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/2/2018,64.5,76,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/3/2018,63,73,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/4/2018,64,77,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/5/2018,59.5,68,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/6/2018,57.5,63,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/7/2018,61,73,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/8/2018,61.5,72,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/9/2018,56,64,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/10/2018,59.5,64,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/11/2018,58,64,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/12/2018,55.5,59,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/13/2018,56,63,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/14/2018,60,67,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/15/2018,59.5,67,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/16/2018,64,75,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/17/2018,59.5,69,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/18/2018,56.5,65,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/19/2018,51.5,57,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/20/2018,47,57,37
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/21/2018,49,56,42
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/22/2018,51,58,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/23/2018,49.5,55,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/24/2018,50.5,61,40
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/25/2018,51.5,62,41
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/26/2018,53.5,61,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/27/2018,48.5,54,43
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",2/28/2018,49.5,58,41
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/1/2018,51.5,59,44
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/2/2018,53,61,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/3/2018,56.5,60,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/4/2018,52,58,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/5/2018,58,71,45
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/6/2018,60,70,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/7/2018,58.5,67,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/8/2018,58.5,66,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/9/2018,57.5,64,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/10/2018,57.5,59,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/11/2018,62,67,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/12/2018,61,65,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/13/2018,60.5,64,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/14/2018,59.5,62,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/15/2018,56,60,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/16/2018,54.5,60,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/17/2018,54,59,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/18/2018,52.5,59,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/19/2018,57.5,66,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/20/2018,59,67,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/21/2018,62.5,72,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/22/2018,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/23/2018,60.5,64,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/24/2018,56.5,60,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/25/2018,55,60,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/26/2018,54,61,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/27/2018,58,67,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/28/2018,57,66,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/29/2018,57.5,66,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/30/2018,59,67,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/31/2018,56.5,62,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/1/2018,58,62,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/2/2018,59,61,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/3/2018,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/4/2018,58.5,61,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/5/2018,59,63,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/6/2018,62,67,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/7/2018,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/8/2018,63,68,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/9/2018,67.5,80,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/10/2018,70,83,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/11/2018,66.5,75,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/12/2018,59.5,64,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/13/2018,63,75,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/14/2018,67,81,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/15/2018,64,75,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/16/2018,58,63,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/17/2018,55,62,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/18/2018,57,65,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/19/2018,55.5,60,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/20/2018,59.5,70,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/21/2018,62.5,74,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/22/2018,63.5,72,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/23/2018,61,67,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/24/2018,60.5,67,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/25/2018,59,64,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/26/2018,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/27/2018,59.5,64,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/28/2018,58.5,65,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/29/2018,61.5,65,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/30/2018,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/1/2018,56.5,60,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/2/2018,56.5,61,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/3/2018,57.5,65,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/4/2018,64.5,75,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/5/2018,64.5,73,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/6/2018,63.5,71,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/7/2018,61.5,66,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/8/2018,60.5,67,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/9/2018,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/10/2018,63,67,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/11/2018,59,61,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/12/2018,58.5,63,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/13/2018,61.5,66,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/14/2018,60,65,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/15/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/16/2018,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/17/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/18/2018,61,64,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/19/2018,61,63,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/20/2018,60,62,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/21/2018,60,63,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/22/2018,61,64,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/23/2018,61,65,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/24/2018,60,63,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/25/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/26/2018,60.5,65,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/27/2018,62,67,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/28/2018,63.5,67,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/29/2018,63,66,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/30/2018,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/31/2018,63,67,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/1/2018,64,68,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/2/2018,64,71,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/3/2018,64,69,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/4/2018,63.5,67,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/5/2018,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/6/2018,64.5,69,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/7/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/8/2018,64.5,72,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/9/2018,64.5,71,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/10/2018,66.5,71,62
